alias_key,alias_display,code,iso_a3,basis,source,confidence,override
turkestan region,Turkestan Region,KAZ014,KAZ,South Kazakhstan Region was renamed Turkestan Region in 2018; this is now the current official English name.,pretraining,high,False
homa bay county,Homa Bay County,KEN008,KEN,Homa Bay is sometimes referred to with the 'County' suffix in official Kenyan administrative usage.,pretraining,medium,False
kisumu city,Kisumu City,KEN017,KEN,"Kisumu is the third-largest city in Kenya and the capital of Kisumu County, often referenced as 'Kisumu City' in English contexts.",pretraining,medium,False
muranga,Muranga,KEN029,KEN,Murang'a is commonly spelled without the apostrophe as Muranga in English usage.,pretraining,high,False
nairobi city,Nairobi City,KEN030,KEN,Nairobi County is officially called Nairobi City County and is commonly referred to as Nairobi City in English.,pretraining,medium,False
taita-taveta,Taita-Taveta,KEN039,KEN,Taita Taveta is often hyphenated as Taita-Taveta in English-language sources.,pretraining,medium,False
turkana county,Turkana County,KEN043,KEN,"Commonly referred to as Turkana County in Kenyan administrative and media contexts, distinguishing it from the Turkana people and Lake Turkana.",pretraining,medium,False
uasin gishu county,Uasin Gishu County,KEN044,KEN,Frequently referred to as Uasin Gishu County in English-language sources covering Kenya; the plateau region shares the same name.,pretraining,medium,False
chui,Chui,KGZ002,KGZ,"Alternative romanization of the Chuy region name, used in some English sources and based on the Chui River.",pretraining,medium,False
chui province,Chui Province,KGZ002,KGZ,The Chuy/Chui region is frequently referred to with the 'Province' suffix in English administrative contexts.,pretraining,medium,False
jalal-abat,Jalal-Abat,KGZ003,KGZ,Alternative romanization of the Kyrgyz name used in some English sources.,pretraining,medium,False
osh province,Osh Province,KGZ005,KGZ,The Osh region is commonly referred to as 'Osh Province' in English to distinguish it from Osh city.,pretraining,high,False
issyk-kul,Issyk-Kul,KGZ007,KGZ,"The region is very commonly spelled 'Issyk-Kul' in English, derived from the name of Lake Issyk-Kul which dominates the region.",pretraining,high,False
issyk-kul province,Issyk-Kul Province,KGZ007,KGZ,The region is commonly referred to as 'Issyk-Kul Province' in English-language sources.,pretraining,high,False
kracheh,Kracheh,KHM011,KHM,Alternative English romanization of the Khmer name for Kratie province.,pretraining,medium,False
mondulkiri,Mondulkiri,KHM012,KHM,Single-word spelling Mondulkiri is widely used in English alongside the spaced WB form Mondul Kiri.,pretraining,high,False
ratanakiri,Ratanakiri,KHM019,KHM,Single-word English spelling Ratanakiri is commonly used alongside the spaced WB form Ratanak Kiri.,pretraining,high,False
siem reap,Siem Reap,KHM020,KHM,"The canonical WB name 'Siemreap' is a compressed romanization; 'Siem Reap' is the standard English spelling widely used in travel, news, and official English-language sources.",pretraining,high,False
sihanoukville,Sihanoukville,KHM021,KHM,"Preah Sihanouk province is commonly referred to in English by its capital city name, Sihanoukville, which is the dominant English exonym used in tourism, media, and international references.",pretraining,high,False
tbong khmum,Tbong Khmum,KHM025,KHM,Alternative English romanization of the WB canonical 'Tboung Khmum'; the spelling 'Tbong Khmum' appears in English news and government sources and differs materially from the WB canonical form.,pretraining,high,False
charlestown parish,Charlestown Parish,KNA010,KNA,"Saint Paul Charlestown is commonly referred to by its principal town Charlestown, the capital of Nevis.",pretraining,medium,False
jeollabuk-do,Jeollabuk-do,KOR002,KOR,"Official Revised Romanization spelling, widely used in modern English sources as an alternative to the WB McCune-Reischauer form Chollabuk-do.",pretraining,high,False
north jeolla,North Jeolla,KOR002,KOR,"Chollabuk-do is the McCune-Reischauer romanization of 전라북도; the modern Revised Romanization renders this as Jeollabuk-do, and the standard English exonym is North Jeolla Province.",pretraining,high,False
jeollanam-do,Jeollanam-do,KOR003,KOR,"Official Revised Romanization spelling, widely used in modern English sources as an alternative to the WB McCune-Reischauer form Chollanam-do.",pretraining,high,False
south jeolla,South Jeolla,KOR003,KOR,Chollanam-do is the McCune-Reischauer romanization of 전라남도; the standard English exonym is South Jeolla Province.,pretraining,high,False
chungcheongbuk-do,Chungcheongbuk-do,KOR004,KOR,"Official Revised Romanization spelling, widely used in modern English sources as an alternative to the WB McCune-Reischauer form Chungchongbuk-do.",pretraining,high,False
north chungcheong,North Chungcheong,KOR004,KOR,Chungchongbuk-do is the McCune-Reischauer romanization of 충청북도; the standard English exonym is North Chungcheong Province.,pretraining,high,False
chungcheongnam-do,Chungcheongnam-do,KOR005,KOR,"Official Revised Romanization spelling, widely used in modern English sources as an alternative to the WB McCune-Reischauer form Chungchongnam-do.",pretraining,high,False
south chungcheong,South Chungcheong,KOR005,KOR,Chungchongnam-do is the McCune-Reischauer romanization of 충청남도; the standard English exonym is South Chungcheong Province.,pretraining,high,False
incheon,Incheon,KOR006,KOR,"Inchon is the McCune-Reischauer romanization of 인천; Incheon is the Revised Romanization form used universally in modern English (airport code ICN, city branding).",pretraining,high,False
gangwon,Gangwon,KOR007,KOR,"Short-form English name for 강원도 widely used in English media, especially during the 2018 PyeongChang Winter Olympics coverage.",pretraining,high,False
gangwon-do,Gangwon-do,KOR007,KOR,Kang-won-do is the McCune-Reischauer romanization of 강원도; Gangwon-do is the Revised Romanization form used in modern English sources including the 2018 Winter Olympics.,pretraining,high,False
gwangju,Gwangju,KOR008,KOR,Kwangju is the McCune-Reischauer romanization of 광주; Gwangju is the Revised Romanization form universally used in modern English for this city.,pretraining,high,False
gyeonggi,Gyeonggi,KOR009,KOR,Short-form English name for 경기도 commonly used in English sources when referring to the province surrounding Seoul.,pretraining,high,False
gyeonggi-do,Gyeonggi-do,KOR009,KOR,Kyonggi-do is the McCune-Reischauer romanization of 경기도; Gyeonggi-do is the Revised Romanization form widely used in modern English.,pretraining,high,False
gyeongsangbuk-do,Gyeongsangbuk-do,KOR010,KOR,"Official Revised Romanization spelling, widely used in modern English sources as an alternative to the WB McCune-Reischauer form Kyongsangbuk-do.",pretraining,high,False
north gyeongsang,North Gyeongsang,KOR010,KOR,Kyongsangbuk-do is the McCune-Reischauer romanization of 경상북도; the standard English exonym is North Gyeongsang Province.,pretraining,high,False
gyeongsangnam-do,Gyeongsangnam-do,KOR011,KOR,"Official Revised Romanization spelling, widely used in modern English sources as an alternative to the WB McCune-Reischauer form Kyongsangnam-do.",pretraining,high,False
south gyeongsang,South Gyeongsang,KOR011,KOR,Kyongsangnam-do is the McCune-Reischauer romanization of 경상남도; the standard English exonym is South Gyeongsang Province.,pretraining,high,False
busan,Busan,KOR012,KOR,"Pusan is the McCune-Reischauer romanization of 부산; Busan is the Revised Romanization form now universally used in English (official city name, international port).",pretraining,high,False
daegu,Daegu,KOR014,KOR,Taegu is the McCune-Reischauer romanization of 대구; Daegu is the Revised Romanization form now universally used in English for this major city.,pretraining,high,False
daejeon,Daejeon,KOR015,KOR,Taejon is the McCune-Reischauer romanization of 대전; Daejeon is the Revised Romanization form now universally used in English for this major city.,pretraining,high,False
ahmadi,Ahmadi,KWT001,KWT,"Al Ahmadi is commonly referred to as Ahmadi in English, dropping the Arabic definite article.",pretraining,high,False
farwaniya,Farwaniya,KWT002,KWT,"Al Farwaniyah is frequently shortened to Farwaniya in English usage, dropping the Arabic article.",pretraining,high,False
jahra,Jahra,KWT003,KWT,Al Jahrah is commonly anglicized and shortened to Jahra in English-language sources and maps.,pretraining,high,False
attapeu,Attapeu,LAO001,LAO,"Attapeu is the common English spelling used in news media and travel sources, differing from the WB canonical 'Attapu'.",pretraining,high,False
bolikhamsai,Bolikhamsai,LAO003,LAO,"Bolikhamsai is a common alternative English romanization of this province, widely used in English-language sources.",pretraining,high,False
huaphanh,Huaphanh,LAO005,LAO,Huaphanh is an alternative English romanization of Houaphan province used in some English sources.,pretraining,medium,False
khammouane,Khammouane,LAO006,LAO,Khammouane is a common alternative English spelling of Khammouan province found in travel and news sources.,pretraining,high,False
luang namtha,Luang Namtha,LAO007,LAO,"Luang Namtha is the standard English spelling of this province, replacing the WB canonical 'Louang Namtha'.",pretraining,high,False
luang prabang,Luang Prabang,LAO008,LAO,"Luang Prabang is the overwhelmingly common English name for this province and its capital city, replacing the WB canonical 'Louangphrabang'.",pretraining,high,False
oudomxay,Oudomxay,LAO009,LAO,"Oudomxay is a widely used English romanization of this province, differing from the WB canonical 'Oudômxai'.",pretraining,high,False
udomxai,Udomxai,LAO009,LAO,Udomxai is another common English romanization of Oudômxai province used in various sources.,pretraining,medium,False
salavan,Salavan,LAO011,LAO,Salavan is a common alternative English romanization of Saravan province used in English-language sources.,pretraining,high,False
sayaboury,Sayaboury,LAO015,LAO,Sayaboury is an alternative English romanization of Xaignabouri province used in some English sources.,pretraining,medium,False
xayaburi,Xayaburi,LAO015,LAO,"Xayaburi is the common English name for this province, differing from the WB canonical 'Xaignabouri'.",pretraining,high,False
sekong,Sekong,LAO017,LAO,"Sekong is the common English name for this province, differing from the WB canonical 'Xékong'.",pretraining,high,False
xieng khouang,Xieng Khouang,LAO018,LAO,"Xieng Khouang is the standard English spelling of this province, differing from the WB canonical 'Xiangkhoang'.",pretraining,high,False
bekaa valley,Bekaa Valley,LBN004,LBN,"English-language sources frequently refer to the Bekaa governorate as the Bekaa Valley, emphasizing the geographic feature.",pretraining,high,False
beqaa,Beqaa,LBN004,LBN,"Beqaa is a common alternative English romanization of the Bekaa Valley governorate, widely used in news and academic sources.",pretraining,high,False
beqaa valley,Beqaa Valley,LBN004,LBN,"Alternative romanization combining Beqaa spelling with the common English Valley suffix, used in many English texts.",pretraining,medium,False
mont-liban,Mont-Liban,LBN005,LBN,"Mont-Liban is the French-language administrative name for Mount Lebanon governorate, used in official Lebanese government documents.",pretraining,medium,False
nabatieh,Nabatieh,LBN006,LBN,"Nabatieh is a widely used alternative English romanization of Nabatiye, the name of the southern Lebanese governorate.",pretraining,high,False
nabatiyeh,Nabatiyeh,LBN006,LBN,Nabatiyeh is another common English romanization variant for the Nabatiye governorate seen in UN and news sources.,pretraining,high,False
liban-nord,Liban-Nord,LBN007,LBN,Liban-Nord is the official French administrative name for the North governorate of Lebanon.,pretraining,medium,False
liban-sud,Liban-Sud,LBN008,LBN,Liban-Sud is the official French administrative name for the South governorate of Lebanon.,pretraining,medium,False
green mountain,Green Mountain,LBY004,LBY,"Al Jabal Al Akhdar translates to 'The Green Mountain' in English, a name used in some English-language sources for this Libyan region.",pretraining,medium,False
