code_a,name_a,iso_a,code_b,name_b,iso_b,water_type,water_body,has_bridge,adds_edge,border_km,adjudication,verification_tier,source
BWA008,North East,BWA,ZWE009,Matabeleland South,ZWE,river,Ramaquabane (Ramokgwebana) River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (A1; Bulawayo - Plumtree Highway; yes)"
CHE007,Fribourg,CHE,CHE013,Neuchatel,CHE,lake,Lake Neuchâtel (Lac de Neuchâtel),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
CHE014,Nidwalden,CHE,CHE018,Schwyz,CHE,lake,Lake Lucerne (Vierwaldstättersee),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL024,Norte de Santander,COL,VEN003,Apure,VEN,river,Oirá River,False,False,,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
DEU011,Rheinland-Pfalz,DEU,LUX001,Diekirch,LUX,river,Our River (tripoint south to Wallendorf); Sauer River continues as the border fu,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (B 410; Georges-Wagner-Brücke; Grenzwee; L 1; L 6)"
DOM004,Dajabon,DOM,HTI002,Centre,HTI,river,Not the Artibonite River — likely an unnamed/minor headwater tributary (e.g. a L,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Carretera Internacional)"
ETH011,Somali,ETH,KEN024,Mandera,KEN,river,Dawa River (Daua River),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GHA004,Eastern,GHA,GHA013,Bono East,GHA,lake,"Lake Volta (Obosom arm / backwater, between Kwahu Afram Plains North and Sene Ea",False,False,,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GHA013,Bono East,GHA,GHA016,Oti,GHA,lake,Lake Volta,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GHA016,Oti,GHA,GHA017,Savannah,GHA,lake,Lake Volta,False,False,,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
HRV007,Krapina-zagorje,HRV,SVN010,Savinjska,SVN,river,Sotla River (Sutla),True,False,,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (107; 32; 33; 432; 683)"
HRV012,Primorje-gorski Kota,HRV,SVN003,Jugovzodna Slovenija,SVN,river,"Kupa (Kolpa) River, joined by its Čabranka tributary near Osilnica",True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (5031; 5033; 653; 918; Gašparski most)"
HUN015,Somogy,HUN,HUN019,Veszprem,HUN,lake,Lake Balaton,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (M7; yes); GPT-5.6 Sol adversarial recheck no"
IRL002,Cavan,IRL,IRL024,Westmeath,IRL,lake,"Lough Sheelin, continuing via the River Inny (past Finnea Bridge) to Lough Kinal",True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Finnea Bridge), 213 m from the shared arc"
IRL003,Clare,IRL,IRL022,Tipperary,IRL,river,River Shannon / Lough Derg,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Brian Boru Bridge; Killaloe Bridge; Washerwoman Bridge; yes)"
IRL007,Galway,IRL,IRL022,Tipperary,IRL,river,River Shannon / Lough Derg (Portumna reach),True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (bridge; yes)"
IRL014,Longford,IRL,IRL020,Roscommon,IRL,river,River Shannon and Lough Ree,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Lanesborough Bridge; N5; Termonbarry Bridge)"
KAZ003,Almatinskaya,KAZ,KAZ007,Karagandinskaya,KAZ,lake,Lake Balkhash,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KEN003,Bungoma,KEN,UGA071,Manafwa,UGA,river,Lwakhakha River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Mbale Lwakhkha; yes)"
KEN006,Embu,KEN,KEN022,Machakos,KEN,river,Tana River (Masinga Reservoir),True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes)"
KEN025,Marsabit,KEN,KEN043,Turkana,KEN,lake,Lake Turkana,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KEN042,Trans Nzoia,KEN,UGA018,Bukwo,UGA,river,Suam River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Kitale-Suam Road; yes)"
KHM000,Under National Administration,KHM,KHM002,Battambang,KHM,lake,Tonle Sap,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KHM000,Under National Administration,KHM,KHM018,Pursat,KHM,lake,Tonle Sap,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KHM000,Under National Administration,KHM,KHM020,Siemreap,KHM,lake,Tonle Sap,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KHM016,Preah Vihear,KHM,LAO004,Champasak,LAO,river,Tonle Repou (Cambodian name) / Xe Lamphao (Lao name) River,False,False,,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA020,Carnikavas novads,LVA,LVA096,Saulkrastu novads,LVA,river,Lilaste River (short outflow of Lilaste Lake into the Gulf of Riga),True,False,,cross-vendor,A,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; human-map-verified; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Lilastes dzelzceļa tilts; Lilastes iela; Rīga (Baltezers) - )"
LVA036,Ikšķiles novads,LVA,LVA049,Ķeguma novads,LVA,river,Daugava River (Rīgas HES reservoir stretch),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA036,Ikšķiles novads,LVA,LVA050,Ķekavas novads,LVA,river,Daugava River (Rīgas HES reservoir reach),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA039,Jaunjelgavas novads,LVA,LVA052,Kokneses novads,LVA,river,Daugava River (Ķeguma/Pļaviņu HES reservoir reach),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA039,Jaunjelgavas novads,LVA,LVA077,Pļaviņu novads,LVA,river,Daugava River (Pļaviņu HES reservoir reach),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA077,Pļaviņu novads,LVA,LVA093,Salas novads,LVA,river,Daugava River (Pļaviņu HES reservoir / Pļaviņu ūdenskrātuve stretch),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MDA025,Orhei,MDA,MDA035,Transnistria,MDA,river,Dniester River (Dubăsari Reservoir reach),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MOZ008,Niassa,MOZ,MOZXXX,Area under National Administration,MOZ,lake,Lake Niassa (Lake Malawi),False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MWI001,Central Region,MWI,MWI004,Area under National Administration,MWI,lake,Lake Malawi,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); GPT-5.6 Sol adversarial recheck no"
MWI002,Northern Region,MWI,MWI004,Area under National Administration,MWI,lake,Lake Malawi,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (M1; M5; low_water_crossing; yes); GPT-5.6 Sol adversarial recheck no"
MWI003,Southern Region,MWI,MWI004,Area under National Administration,MWI,lake,Lake Malawi,False,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (boardwalk); GPT-5.6 Sol adversarial recheck no"
NLD011,Zeeland,NLD,NLD012,Zuid-holland,NLD,lake,"Grevelingenmeer (and, further east, Krammer/Volkerak — part of Volkerak-Zoommeer",True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Strand Brouwersdam)"
PRT005,Braganca,PRT,PRT010,Guarda,PRT,river,Douro River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (EN 221; IP 2;EN 102; Ponte Almirante Sarmento Rodrigues; Pon)"
PRT006,Castelo Branco,PRT,PRT011,Leiria,PRT,river,"Zêzere River, largely via Albufeira do Cabril (Cabril Reservoir/Dam) on the Sert",True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (EM 515; IC 8; yes)"
PRT006,Castelo Branco,PRT,PRT014,Portalegre,PRT,river,"Tagus River (Tejo), impounded here as the Fratel Dam reservoir at Portas de Ródã",True,False,,cross-vendor,B,"2026-07 water-screen rebuild: GPT-5.6 Sol research + Sonnet-5 adversarial judgment; dual-AI-verified (auto-accept policy 2026-07-10); bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (IP 2; Linha da Beira Baixa; Miradouro Skywalk; Ponte das Por)"
